sep=;
"SCHEDULE";"GROUP";"LINE";"BLACKOUT";"NEXUS";"BARGE";"OFFSITE";"COMMENT";"DAY_001";"DAY_002";"DAY_003";"DAY_004";"DAY_005";"DAY_006";"DAY_007";"DAY_008";"DAY_009";"DAY_010";"DAY_011";"DAY_012";"DAY_013";"DAY_014";"DAY_015";"DAY_016";"DAY_017";"DAY_018";"DAY_019";"DAY_020";"DAY_021";"DAY_022";"DAY_023";"DAY_024";"DAY_025";"DAY_026";"DAY_027";"DAY_028";"DAY_029";"DAY_030";"DAY_031";"DAY_032";"DAY_033";"DAY_034";"DAY_035";"DAY_036";"DAY_037";"DAY_038";"DAY_039";"DAY_040";"DAY_041";"DAY_042";"DAY_043";"DAY_044";"DAY_045";"DAY_046";"DAY_047";"DAY_048";"DAY_049";"DAY_050";"DAY_051";"DAY_052";"DAY_053";"DAY_054";"DAY_055";"DAY_056"
"Begin April 29, 2021";"TRAFFIC";"73";"";"";"";"";"Rotating";"----";"10BG";"10BG";"10BG";"10BG";"10BG";"----";"----";"----";"----";"----";"10BG";"10BG";"10BG";"10BG";"10BG";"----";"----";"----";"----";"15CP";"15CP";"15CP";"15CP";"15CP";"----";"----";"----";"----";"15CP";"15CP";"15CP";"15CP";"15CP";"----";"----";"----";"----";"----";"08FN";"08FN";"08FN";"08FN";"08FN";"----";"----";"----";"----";"08FN";"08FN";"08FN";"08FN";"08FN";"----";"----";"----"
"Begin April 29, 2021";"TRAFFIC";"74";"1";"";"";"";"Rotating";"----";"15CP";"15CP";"15CP";"15CP";"15CP";"----";"----";"----";"----";"----";"15CP";"15CP";"15CP";"15CP";"15CP";"----";"----";"----";"----";"08FN";"08FN";"08FN";"08FN";"08FN";"----";"----";"----";"----";"08FN";"08FN";"08FN";"08FN";"08FN";"----";"----";"----";"----";"----";"10BG";"10BG";"10BG";"10BG";"10BG";"----";"----";"----";"----";"10BG";"10BG";"10BG";"10BG";"10BG";"----";"----";"----"
"Begin April 29, 2021";"TRAFFIC";"75";"1";"";"";"";"Rotating";"----";"----";"----";"----";"08FN";"08FN";"08FN";"08FN";"08FN";"----";"----";"----";"----";"----";"08FN";"08FN";"08FN";"08FN";"08FN";"----";"----";"----";"----";"10BG";"10BG";"10BG";"10BG";"10BG";"----";"----";"----";"----";"10BG";"10BG";"10BG";"10BG";"10BG";"----";"----";"----";"----";"----";"15CP";"15CP";"15CP";"15CP";"15CP";"----";"----";"----";"----";"15CP";"15CP";"15CP";"15CP";"15CP"
"Begin April 29, 2021";"TRAFFIC";"76";"1";"";"";"";"Rotating";"----";"----";"----";"----";"10BG";"10BG";"10BG";"10BG";"10BG";"----";"----";"----";"----";"----";"10BG";"10BG";"10BG";"10BG";"10BG";"----";"----";"----";"----";"15CP";"15CP";"15CP";"15CP";"15CP";"----";"----";"----";"----";"15CP";"15CP";"15CP";"15CP";"15CP";"----";"----";"----";"----";"----";"08FN";"08FN";"08FN";"08FN";"08FN";"----";"----";"----";"----";"08FN";"08FN";"08FN";"08FN";"08FN"
"Begin April 29, 2021";"TRAFFIC";"77";"1";"";"";"";"Rotating";"----";"----";"----";"----";"15CP";"15CP";"15CP";"15CP";"15CP";"----";"----";"----";"----";"----";"15CP";"15CP";"15CP";"15CP";"15CP";"----";"----";"----";"----";"08FN";"08FN";"08FN";"08FN";"08FN";"----";"----";"----";"----";"08FN";"08FN";"08FN";"08FN";"08FN";"----";"----";"----";"----";"----";"10BG";"10BG";"10BG";"10BG";"10BG";"----";"----";"----";"----";"10BG";"10BG";"10BG";"10BG";"10BG"
"Begin April 29, 2021";"TRAFFIC";"78";"1";"";"";"";"Rotating";"10BG";"10BG";"10BG";"10BG";"10BG";"----";"----";"----";"----";"15CP";"15CP";"15CP";"15CP";"15CP";"----";"----";"----";"----";"15CP";"15CP";"15CP";"15CP";"15CP";"----";"----";"----";"----";"----";"10BG";"10BG";"10BG";"10BG";"10BG";"----";"----";"----";"----";"15CP";"15CP";"15CP";"15CP";"15CP";"----";"----";"----";"----";"15CP";"15CP";"15CP";"15CP";"15CP";"----";"----";"----";"----";"----"
"Begin April 29, 2021";"TRAFFIC";"79";"";"";"";"";"Rotating";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"15CP";"15CP";"15CP";"15CP";"15CP";"----";"----";"----";"----";"10BG";"10BG";"10BG";"10BG";"10BG";"----";"----";"----";"----";"----";"15CP";"15CP";"15CP";"15CP";"15CP";"----";"----";"----";"----";"15CP";"15CP";"15CP";"15CP";"15CP";"----";"----";"----";"----";"10BG";"10BG";"10BG";"10BG";"10BG";"----";"----";"----";"----";"----"
"Begin April 29, 2021";"TRAFFIC";"80";"1";"";"";"";"Rotating";"15CP";"15CP";"15CP";"15CP";"15CP";"----";"----";"----";"----";"10BG";"10BG";"10BG";"10BG";"10BG";"----";"----";"----";"----";"15CP";"15CP";"15CP";"15CP";"15CP";"----";"----";"----";"----";"----";"15CP";"15CP";"15CP";"15CP";"15CP";"----";"----";"----";"----";"10BG";"10BG";"10BG";"10BG";"10BG";"----";"----";"----";"----";"15CP";"15CP";"15CP";"15CP";"15CP";"----";"----";"----";"----";"----"
"Begin April 29, 2021";"COMMERCIAL";"1";"";"";"";"";"10.5 Hr Days, 6 Weekends On";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----"
"Begin April 29, 2021";"COMMERCIAL";"1a";"";"";"";"";"10.5 Hr Days, 6 Weekends On";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----"
"Begin April 29, 2021";"COMMERCIAL";"2";"";"";"";"";"10.5 Hr Days, 6 Weekends On";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----"
"Begin April 29, 2021";"COMMERCIAL";"3";"";"";"";"";"10.5 Hr Days, 6 Weekends On";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"----";"----"
"Begin April 29, 2021";"COMMERCIAL";"4";"";"";"";"";"10.5 Hr Days, 6 Weekends On";"----";"----";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"----"
"Begin April 29, 2021";"COMMERCIAL";"4a";"";"";"";"";"10.5 Hr Days, 6 Weekends On";"----";"----";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"----"
"Begin April 29, 2021";"COMMERCIAL";"5";"";"";"";"";"10.5 Hr Days, 6 Weekends On";"06BM";"----";"----";"----";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"----";"06BM";"06BM";"06BM"
"Begin April 29, 2021";"COMMERCIAL";"6";"";"";"";"";"10.5 Hr Days, 6 Weekends On";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"06BM"
"Begin April 29, 2021";"COMMERCIAL";"7";"";"";"";"";"10.5 Hr Days, 6 Weekends On";"----";"----";"06BM";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----"
"Begin April 29, 2021";"COMMERCIAL";"7a";"";"";"";"";"10.5 Hr Days, 6 Weekends On";"----";"----";"06BM";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----"
"Begin April 29, 2021";"COMMERCIAL";"8";"";"";"";"";"10.5 Hr Days, 6 Weekends On";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----"
"Begin April 29, 2021";"COMMERCIAL";"9";"";"";"";"";"10.5 Hr Days, 6 Weekends On";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----"
"Begin April 29, 2021";"COMMERCIAL";"10";"";"";"";"1";"10.5 Hr Days, 6 Weekends On";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----"
"Begin April 29, 2021";"COMMERCIAL";"11";"";"";"";"";"10.5 Hr Days, 6 Weekends On";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"----";"----"
"Begin April 29, 2021";"COMMERCIAL";"12";"";"";"";"";"10.5 Hr Days, 6 Weekends On";"----";"----";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"----"
"Begin April 29, 2021";"COMMERCIAL";"13";"";"";"";"";"12 Hr Days, 2 Weekends On";"----";"----";"----";"----";"06CG";"06CG";"06CG";"----";"----";"----";"----";"06CG";"07BB";"07BB";"----";"----";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"----";"07BB";"07BB";"----";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"07BB";"07BB";"07BB";"----";"----";"07BB";"07BB";"07BB";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"----";"07BB";"07BB";"07BB"
"Begin April 29, 2021";"COMMERCIAL";"14";"";"";"";"";"12 Hr Days, 2 Weekends On";"06CG";"----";"----";"----";"06CG";"06CG";"06CG";"----";"----";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"----";"07BB";"07BB";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"----";"07BB";"07BB";"07BB";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"07BB";"07BB"
"Begin April 29, 2021";"COMMERCIAL";"15";"";"";"";"";"12 Hr Days, 2 Weekends On";"----";"----";"----";"----";"----";"06CG";"06CG";"06CG";"----";"----";"----";"----";"06CG";"07BB";"07BB";"07BB";"----";"----";"----";"----";"----";"07BB";"07BB";"07BB";"07BB";"----";"----";"----";"07BB";"07BB";"07BB";"07BB";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"07BB";"07BB"
"Begin April 29, 2021";"COMMERCIAL";"16";"";"";"";"";"12 Hr Days, 2 Weekends On";"06CG";"06CG";"----";"----";"06CG";"06CG";"07BB";"----";"----";"----";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"----";"07BB";"07BB";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"----";"07BB";"07BB";"07BB";"----";"----";"07BB"
"Begin April 29, 2021";"COMMERCIAL";"16a";"";"";"";"";"12 Hr Days, 2 Weekends On";"06CG";"06CG";"----";"----";"06CG";"06CG";"07BB";"----";"----";"----";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"----";"07BB";"07BB";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"----";"07BB";"07BB";"07BB";"----";"----";"07BB"
"Begin April 29, 2021";"COMMERCIAL";"17";"";"";"";"1";"12 Hr Days, 1 Weekend On";"06CG";"06CG";"----";"----";"----";"----";"----";"06CG";"06CG";"07BB";"07BB";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"07BB";"07BB";"07BB";"07BB";"----";"----";"----";"----";"07BB";"07BB";"----";"----";"----";"07BB";"07BB";"07BB";"07BB";"----";"----";"----";"07BB";"07BB";"07BB";"07BB";"----";"----";"----";"----";"----";"07BB";"07BB";"----";"----";"----";"----";"----";"07BB"
"Begin April 29, 2021";"COMMERCIAL";"18";"";"";"";"";"12 Hr Days, 1 Weekend On";"06CG";"06CG";"----";"----";"----";"----";"06CG";"06CG";"07BB";"----";"----";"----";"----";"----";"07BB";"07BB";"07BB";"07BB";"----";"----";"----";"07BB";"07BB";"----";"----";"----";"07BB";"07BB";"07BB";"07BB";"----";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"----";"07BB";"07BB"
"Begin April 29, 2021";"COMMERCIAL";"19";"";"";"";"";"12 Hr Days, 1 Weekend On";"06CG";"----";"----";"----";"----";"06CG";"06CG";"06CG";"07BB";"----";"----";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"----";"----";"07BB";"07BB";"07BB";"07BB";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"07BB";"07BB";"07BB";"07BB";"----";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"----";"07BB";"07BB";"----";"----";"----";"----";"----";"07BB";"07BB"
"Begin April 29, 2021";"COMMERCIAL";"20";"";"";"";"";"12 Hr Days, 1 Weekend On";"06CG";"----";"----";"----";"----";"06CG";"06CG";"06CG";"07BB";"----";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"----";"----";"07BB";"07BB";"07BB";"07BB";"----";"----";"----";"----";"----";"07BB";"07BB";"07BB";"07BB";"----";"----";"----";"07BB";"07BB";"----";"----";"----";"07BB";"07BB"
"Begin April 29, 2021";"COMMERCIAL";"21";"";"";"";"";"12 Hr Days, 1 Weekend On";"06CG";"----";"----";"----";"----";"06CG";"06CG";"06CG";"----";"----";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"----";"07BB";"07BB";"07BB";"07BB";"----";"----";"----";"----";"----";"07BB";"07BB";"07BB";"07BB";"----";"----";"----";"07BB";"07BB";"----";"----";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"07BB";"07BB";"07BB";"07BB";"----";"----";"----";"07BB";"07BB"
"Begin April 29, 2021";"COMMERCIAL";"22";"";"";"";"";"12 Hr Days, 1 Weekend On";"06CG";"----";"----";"----";"----";"06CG";"06CG";"06CG";"----";"----";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"----";"07BB";"07BB";"07BB";"07BB";"----";"----";"----";"07BB";"07BB";"07BB";"07BB";"----";"----";"----";"----";"----";"07BB";"07BB";"07BB";"07BB";"----";"----";"----";"07BB";"07BB";"----";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"----";"07BB";"07BB"
"Begin April 29, 2021";"COMMERCIAL";"23";"";"";"";"";"12 Hr Days, 1 Weekend On";"06CG";"06CG";"----";"----";"----";"06CG";"06CG";"07BB";"----";"----";"----";"----";"07BB";"07BB";"07BB";"07BB";"----";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"----";"07BB";"07BB";"07BB";"07BB";"----";"----";"----";"----";"----";"07BB";"07BB";"07BB";"07BB";"----";"----";"----"
"Begin April 29, 2021";"COMMERCIAL";"24";"";"";"";"";"12 Hr Days, 1 Weekend On";"06CG";"06CG";"06CG";"06CG";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"07BB";"07BB";"07BB";"07BB";"----";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"07BB";"07BB";"----";"----";"----";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"----";"07BB";"07BB";"07BB";"07BB";"----";"----";"----";"----";"----"
"Begin April 29, 2021";"COMMERCIAL";"25";"";"";"";"";"10.5 Hr Late Days, 3 Weekends On";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"08BS";"----";"----";"08BS";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"08BS";"08BS";"----";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"----";"08BS";"08BS";"08BS";"----";"----";"----";"----";"08BS"
"Begin April 29, 2021";"COMMERCIAL";"25a";"";"";"";"";"10.5 Hr Late Days, 3 Weekends On";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"08BS";"----";"----";"08BS";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"08BS";"08BS";"----";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"----";"08BS";"08BS";"08BS";"----";"----";"----";"----";"08BS"
"Begin April 29, 2021";"COMMERCIAL";"26";"";"";"";"";"10.5 Hr Late Days, 3 Weekends On";"----";"----";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"----";"----";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"08BS";"----"
"Begin April 29, 2021";"COMMERCIAL";"26a";"";"";"";"";"10.5 Hr Late Days, 3 Weekends On";"----";"----";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"----";"----";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"08BS";"----"
"Begin April 29, 2021";"COMMERCIAL";"27";"";"";"";"";"10.5 Hr Late Days, 3 Weekends On";"----";"----";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"----";"----";"08BS";"08BS";"08BS";"----";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"08BS";"----";"----"
"Begin April 29, 2021";"COMMERCIAL";"28";"";"";"";"";"10.5 Hr Late Days, 3 Weekends On";"08BS";"----";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"----";"----";"08BS";"08BS";"08BS"
"Begin April 29, 2021";"COMMERCIAL";"29";"";"";"";"";"10.5 Hr Late Days, 2 Weekends On";"08BS";"08BS";"----";"----";"----";"----";"----";"08BS";"08BS";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"----";"----";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"08BS";"08BS";"----";"----";"08BS";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"08BS";"----";"----";"08BS"
"Begin April 29, 2021";"COMMERCIAL";"30";"";"";"";"";"10.5Hr Late Days, 2 Weekends On";"----";"----";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"----";"----";"08BS";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"08BS";"08BS";"----";"----";"----";"08BS";"08BS";"08BS";"----";"----";"----";"08BS";"08BS";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"08BS"
"Begin April 29, 2021";"COMMERCIAL";"31";"";"";"";"";"9.6 Hr MidDays, 3 Weekends On";"11AT";"11AT";"11AT";"11BY";"----";"----";"----";"----";"----";"11BY";"11BY";"11BY";"11BY";"11BY";"----";"----";"11BY";"11BY";"11BY";"11BY";"11BY";"----";"----";"----";"----";"11BY";"11BY";"11BY";"11BY";"11BY";"----";"----";"11BY";"11BY";"11BY";"11BY";"----";"----";"----";"11BY";"11BY";"11BY";"11BY";"11BY";"----";"----";"----";"11BY";"11BY";"11BY";"11BY";"----";"----";"----";"----";"11BY"
"Begin April 29, 2021";"COMMERCIAL";"32";"";"";"";"";"9.6 Hr MidDays, 3 Weekends On";"----";"----";"----";"----";"11AT";"11AT";"11AT";"11BY";"11BY";"----";"----";"11BY";"11BY";"11BY";"11BY";"----";"----";"----";"11BY";"11BY";"11BY";"11BY";"----";"----";"----";"11BY";"11BY";"11BY";"11BY";"11BY";"----";"----";"----";"----";"11BY";"11BY";"11BY";"11BY";"11BY";"----";"----";"----";"----";"11BY";"11BY";"11BY";"11BY";"11BY";"----";"----";"11BY";"11BY";"11BY";"11BY";"11BY";"----"
"Begin April 29, 2021";"COMMERCIAL";"33";"";"";"";"";"9.6 Hr MidDays, 3 Weekends On";"----";"11AT";"11AT";"11AT";"11BY";"11BY";"----";"----";"----";"----";"----";"11BY";"11BY";"11BY";"11BY";"----";"----";"----";"11BY";"11BY";"11BY";"11BY";"11BY";"----";"----";"----";"11BY";"11BY";"11BY";"11BY";"----";"----";"11BY";"11BY";"11BY";"11BY";"11BY";"----";"----";"----";"----";"11BY";"11BY";"11BY";"11BY";"11BY";"----";"----";"----";"11BY";"11BY";"11BY";"11BY";"11BY";"----";"----"
"Begin April 29, 2021";"COMMERCIAL";"34";"";"";"";"";"9.6 Hr MidDays, 3 Weekends On";"11AT";"----";"----";"----";"11AT";"11AT";"11BY";"11BY";"11BY";"----";"----";"----";"----";"----";"11BY";"11BY";"11BY";"11BY";"11BY";"----";"----";"----";"11BY";"11BY";"11BY";"11BY";"11BY";"----";"----";"----";"11BY";"11BY";"11BY";"11BY";"11BY";"----";"----";"----";"----";"11BY";"11BY";"11BY";"11BY";"----";"----";"----";"11BY";"11BY";"11BY";"11BY";"11BY";"----";"----";"11BY";"11BY";"11BY"
